Title,Word,n,nwords
584,"Человек, потерявший лицо",поднималось,1,22394
585,"Человек, потерявший лицо",таких,4,22394
586,"Человек, потерявший лицо",высот,1,22394
587,"Человек, потерявший лицо",почти,14,22394
588,"Человек, потерявший лицо",соприкасаясь,1,22394
589,"Человек, потерявший лицо",трагическим,1,22394
590,"Человек, потерявший лицо",зрители,3,22394
591,"Человек, потерявший лицо",этого,29,22394
592,"Человек, потерявший лицо",замечали,1,22394
593,"Человек, потерявший лицо",один,24,22394
594,"Человек, потерявший лицо",крупный,1,22394
595,"Человек, потерявший лицо",европейский,1,22394
596,"Человек, потерявший лицо",писатель,2,22394
597,"Человек, потерявший лицо",оригинальный,1,22394
598,"Человек, потерявший лицо",мыслитель,1,22394
599,"Человек, потерявший лицо",вопрос,5,22394
600,"Человек, потерявший лицо",журналиста,1,22394
